No.,Trigpoint Name,TP:UK Reference & Link,Trig Type,Condition,Height (m),Grid Ref
5417,Blackdown,TP1442,Pillar,Good,310.3,NY9612986632
5418,Blackchester,TP1441,Pillar,Good,214.0,NU0038010251
5419,Blackcap,TP1440,Pillar,Good,206.7,TQ3741812500
5420,Blackbushe Aerodrome,TP1439,Pillar,Good,99.2,SU8027458652
5421,Blackburn Common,TP1438,Pillar,Good,366.4,NY7875793639
5422,Blackborough Common,TP1437,Pillar,Good,273.9,ST0966409139
5423,Blackberry Hill,TP1436,Pillar,Good,207.6,ST6399760161
5424,Blacka Plantation,TP1435,Pillar,Good,295.1,SK2899581251
5425,Black Wood,TP1434,Pillar,Good,244.8,SN7390433992
5426,Black Rigg,TP1433,Pillar,Good,274.3,NY4925481498
5427,Black Pill,TP1432,Pillar,Good,0.0,SS6216890898
5428,Black Mountain,TP1431,Pillar,Good,440.1,SN8068829719
5429,Black Mount,TP1430,Pillar,Damaged,516.0,NT0799345968
5430,Black Mixen,TP1429,Pillar,Good,650.8,SO1964964396
5431,Black Martin Hill,TP1428,Pillar,Good,135.5,SP2781047447
5432,Black Loch,TP1427,Pillar,Good,356.0,NS5077576253
5433,Black Law,TP1426,Pillar,Good,538.0,NT3082142097
5434,Black Law,TP1425,Pillar,Good,244.5,NJ6381254568
5435,Black Knowe Head,TP1424,Pillar,Slightly damaged,550.8,NT3163522008
5436,Black Knowe,TP1423,Pillar,Slightly damaged,492.6,NY6415081109
5437,Black Knors,TP1422,Pillar,Good,248.4,NY5342880090
5438,Black Hill Wester Bracco,TP1421,Pillar,Good,285.0,NS8283965023
5439,Black Hill South,TP1420,Pillar,Good,531.0,NS8946205846
5440,Black Hill North,TP1419,Pillar,Damaged,372.8,NS9116136554
5441,Black Hill,TP1418,Pillar,Good,358.3,ST1481838098
5442,Black Hill,TP1417,Pillar,Good,441.7,SO3262379012
5443,Black Hill,TP1416,Pillar,Good,265.9,SD7819836665
5444,Black Hill,TP1415,Pillar,Good,559.4,NY9123935660
5445,Black Hill (NS77),TP1414,Pillar,Good,290.5,NS8319643556
5446,Black Hill,TP1412,Pillar,Damaged,430.7,NJ6348521913
5447,Black Heath,TP1411,Pillar,Good,380.7,SK0502149866
5448,Black Head,TP1410,Pillar,Good,73.2,SW7768616611
5449,Black Hameldon,TP1409,Pillar,Slightly damaged,479.3,SD9142229101
5450,Black Hambleton,TP1408,Pillar,Good,374.9,SE4892590372
5451,Black Fell,TP1407,Pillar,Good,664.5,NY6482044408
5452,Black Edge,TP1406,Pillar,Good,507.2,SK0625477006
5453,Black Down,TP1405,Pillar,Good,283.5,ST0976506793
5454,Black Craig,TP1404,Pillar,Good,493.8,NX5838275786
5455,Black Craig,TP1403,Pillar,Good,700.7,NS6473706456
5456,Black Bank,TP1402,Pillar,Good,222.4,SJ8141347718
5457,Bissell Wood,TP1400,Pillar,Good,109.9,SO8699976939
5458,Bishopstone Down,TP1399,Pillar,Good,181.1,SU0669629207
5459,Bishopside Brae,TP1398,Pillar,Good,351.1,SE1593567387
5460,Bishops Wood,TP1397,Pillar,Good,103.1,SO8339568414
5461,Bishops Tachbrook,TP1396,Pillar,Good,91.4,SP3067160872
5462,Bishops Seat,TP1395,Pillar,Slightly damaged,504.8,NS1314977405
5463,Bishop Park,TP1394,Pillar,Slightly damaged,375.0,SD9676808050
5464,Bishop Forest,TP1393,Pillar,Good,392.3,NX8491779642
5465,Birstall Hill,TP1392,Pillar,Good,92.5,SK5792508806
5466,Birshaw,TP1391,Pillar,Good,224.2,SD9396608212
5467,Birns Hill,TP1390,Pillar,Good,351.6,NS7560882269
5468,Birley Hill,TP1389,Pillar,Good,236.3,SO4578952111
5469,Birley Edge,TP1388,Pillar,Damaged,157.0,SK3305892238
5470,Birkrigg Common,TP1387,Pillar,Good,136.5,SD2834374220
5471,Birkenside,TP1386,Pillar,Good,242.9,NT5772141145
5472,Birkby Hill,TP1385,Pillar,Good,142.9,SE3577439399
5473,Birk Hill,TP1384,Pillar,Good,230.1,NY7887876932
5474,Birgidale,TP1383,Pillar,Remains,121.2,NS0823759023
5475,Birds Hill,TP1382,Pillar,Good,105.6,SK3192611363
5476,Birds Hill,TP1381,Pillar,Slightly damaged,122.8,NY3961547453
5477,Birdlip,TP1380,Pillar,Good,297.5,SO9258014093
5478,Birdbrook,TP1379,Pillar,Good,92.2,TL7167941644
5479,Birchwood Park,TP1378,Pillar,Good,184.4,SK1474240420
5480,Birchwood Cottages,TP1377,Pillar,Good,126.5,TL2842205809
5481,Birchen Edge,TP1376,Pillar,Good,310.3,SK2782573093
5482,Birch Heath,TP1375,Pillar,Good,98.2,SU6895177448
5483,Birch Farm,TP1374,Pillar,Good,142.2,SO7351080549
5484,Binny Craig,TP1373,Pillar,Slightly damaged,220.1,NT0430473462
5485,Binns Hill,TP1372,Pillar,Good,111.2,NT0527678591
5486,Binnein An Fhidhleir,TP1371,Pillar,Slightly damaged,811.1,NN2149410773
5487,Binn Hill,TP1370,Pillar,Good,277.1,NO1713413819
5488,Bindon Cliffs,TP1369,Pillar,Good,134.2,SY2742090054
5489,Bin Of Cullen,TP1368,Pillar,Good,320.3,NJ4799864263
5490,Bilsdon,TP1366,Pillar,Good,198.4,SX8242391977
5491,Billins,TP1365,Pillar,Slightly damaged,294.3,SJ1957271926
5492,Billinghay,TP1363,Pillar,Good,13.4,TF1460655329
5493,Billinge,TP1362,Pillar,Slightly damaged,179.4,SD5256001425
5494,Billing Hill,TP1361,Pillar,Good,223.6,SE2198939848
5495,Bilbster Mains,TP1359,Pillar,Good,39.5,ND2707353188
5496,Bignor Beacon,TP1358,Pillar,Slightly damaged,245.1,SU9659713116
5497,Bignall Hill,TP1357,Pillar,Good,236.6,SJ8215251214
5498,Bigland Tarn,TP1356,Pillar,Good,205.2,SD3577882581
5499,Bigby Top,TP1355,Pillar,Good,97.4,TA0691307279
5500,Big Rock,TP1354,Pillar,Good,88.6,NR7004582429
5501,Big Morton,TP1353,Pillar,Good,417.6,NX7310989661
5502,Big Hill Of Glenmount,TP1352,Pillar,Good,383.1,NS4566900696
5503,Big Green Hill,TP1351,Pillar,Good,0.0,SU3428020593
5504,Big Airds Hill,TP1350,Pillar,Good,102.4,NX8147948627
5505,Bharrain,TP1349,Pillar,Damaged,721.5,NR9019042778
5506,Bewley Down,TP1348,Pillar,Good,243.8,ST2803306285
5507,Beulah Farm,TP1347,Pillar,Good,122.8,SE2417832660
5508,Beul Na Faire,TP1346,Pillar,Good,200.7,ND0126947965
5509,Betchcott Hill,TP1345,Pillar,Good,413.4,SO4229198211
5510,Bestbeech Hill Resr,TP1344,Pillar,Good,192.8,TQ6201331576
5511,Bessingby,TP1343,Pillar,Good,67.9,TA1488466734
5512,Berwyn,TP1342,Pillar,Good,231.5,SJ2086722447
5513,Berth Wood,TP1341,Pillar,Slightly damaged,156.5,SO4774421828
5514,Berrymoor Edge,TP1340,Pillar,Good,459.0,NY7240597265
5515,Berry Top,TP1339,Pillar,Good,170.5,NO8610096101
5516,Berry Hillock,TP1338,Pillar,Slightly damaged,282.2,NO3729844464
5517,Berry Hill Farm,TP1337,Pillar,Good,183.6,SP4692255112
5518,Berry Hill,TP1336,Pillar,Good,118.4,SU5597720014
5519,Berry Head,TP1334,Pillar,Good,59.7,SX9456456538
5520,Berry Down,TP1333,Pillar,Good,267.5,SS5698044295
5521,Berry,TP1332,Pillar,Good,176.0,SS4392210189
5522,Berrow Green,TP1331,Pillar,Good,178.6,SO7437958384
5523,Bernera,TP1330,Pillar,Good,394.7,NG8198422486
5524,Bere Hill,TP1329,Pillar,Good,127.3,SU3782445118
5525,Bentley Park Wood,TP1327,Pillar,Good,174.2,SP2838895477
5526,Bentley,TP1326,Pillar,Damaged,161.7,SP2714694486
5527,Benson Knott,TP1325,Pillar,Good,317.6,SD5472794131
5528,Benniworth,TP1324,Pillar,Moved,123.9,TF2143382324
5529,Bennan,TP1323,Pillar,Good,381.9,NX5636879024
5530,Bennan,TP1322,Pillar,Good,160.1,NR9841421620
5531,Bennachie,TP1321,Pillar,Good,518.7,NJ6822722391
5532,Benisval,TP1320,Pillar,Good,189.6,NB0962318590
5533,Bengray,TP1319,Pillar,Good,366.7,NX6310859827
5534,Bengairn,TP1318,Pillar,Good,391.4,NX7705954514
5535,Beneraird,TP1317,Pillar,Good,439.0,NX1354378516
5536,Benbrack,TP1316,Pillar,Good,580.0,NX6802897039
5537,Benarty Hill,TP1315,Pillar,Good,356.3,NT1537997881
5538,Benaquhallie,TP1314,Pillar,Good,494.4,NJ6064208700
5539,Benachielt,TP1313,Pillar,Good,286.9,ND1938637416
5540,Ben Wyvis,TP1312,Pillar,Good,1046.7,NH4629668378
5541,Ben Vuirich,TP1311,Pillar,Good,903.1,NN9971569990
5542,Ben Vrackie,TP1310,Pillar,Good,841.6,NN9507663248
5543,Ben Vorlich,TP1309,Pillar,Slightly damaged,941.5,NN2958212297
5544,Ben Volovaig,TP1308,Pillar,Damaged,0.0,NG4354276062
5545,Ben Venue,TP1307,Pillar,Damaged,727.6,NN4772806124
5546,Ben Uigshader,TP1306,Pillar,Good,246.0,NG3687549098
5547,Ben Toirlean,TP1305,Pillar,Slightly damaged,75.0,NG3218239479
5548,Ben Tianavaig,TP1304,Pillar,Good,413.3,NG5117740987
5549,Ben Tarbert,TP1303,Pillar,Good,168.6,NF8073939551
5550,Ben Tangaval,TP1302,Pillar,Good,333.5,NL6388399066
5551,Ben Starav,TP1301,Pillar,Remains,1078.7,NN1257642719
5552,Ben Stack,TP1300,Pillar,Slightly damaged,719.3,NC2699542215
5553,Ben Shieldaig,TP1299,Pillar,Damaged,516.0,NG8286153011
5554,Ben Sgriol,TP1298,Pillar,Good,973.8,NG8358912676
5555,Ben Scurrival,TP1297,Pillar,Good,79.8,NF6963408965
5556,Ben Scudaig,TP1296,Pillar,Good,219.8,NG3570840996
5557,Ben Scrien (Eriskay I),TP1295,Pillar,Good,185.6,NF7952211223
5558,Ben Scolpaig,TP1294,Pillar,Good,88.6,NF7372075996
5559,Ben Rinnes,TP1293,Pillar,Damaged,840.0,NJ2550735452
5560,Ben Resipol,TP1292,Pillar,Toppled,0.0,NM7664765460
5561,Ben Raah (Taransay Island),TP1291,Pillar,Good,267.6,NB0339701922
5562,Ben Newe,TP1290,Pillar,Good,565.7,NJ3817714313
5563,Ben Nevis,TP1289,Pillar,Good,1346.9,NN1667571284
5564,Ben More,TP1287,Pillar,Good,1174.4,NN4327524416
5565,Ben Macdhui,TP1286,Pillar,Good,1310.9,NN9889898943
5566,Ben Lundie,TP1285,Pillar,Good,447.5,NC7911501990
5567,Ben Loyal,TP1284,Pillar,Good,764.1,NC5780548863
5568,Ben Lomond,TP1283,Pillar,Slightly damaged,973.8,NN3670302866
5569,Ben Ledi,TP1282,Pillar,Damaged,879.0,NN5623609777
5570,Ben Lawers,TP1281,Pillar,Slightly damaged,1214.6,NN6355141423
5571,Ben Langass,TP1280,Pillar,Good,91.0,NF8428865393
5572,Ben Laimishader,TP1279,Pillar,Good,115.7,NB1794442706
5573,Ben Knowle Hill,TP1278,Pillar,Good,99.2,ST5162944899
5574,Ben Klibreck,TP1277,Pillar,Good,961.6,NC5852629916
5575,Ben Hynish,TP1276,Pillar,Good,141.1,NL9679140114
5576,Ben Horneval,TP1275,Pillar,Slightly damaged,264.6,NG2836049548
5577,Ben Hope,TP1274,Pillar,Slightly damaged,927.5,NC4774950150
5578,Ben Hogh,TP1273,Pillar,Good,103.9,NM1810658073
5579,Ben Hiant,TP1272,Pillar,Good,527.9,NM5376363267
5580,Ben Hee,TP1271,Pillar,Good,873.0,NC4265533943
5581,Robs Pillar,TP12707,Pillar,Good,0.0,SU4171119739
5582,Ben Griam Beg,TP1270,Pillar,Damaged,580.0,NC8318541177
5583,Ben Geary,TP1269,Pillar,Damaged,284.2,NG2535761475
5584,Ben Garrisdale,TP1268,Pillar,Good,365.5,NR6335894517
5585,Ben Earb,TP1267,Pillar,Good,801.0,NO0792169133
5586,Ben Duagrich,TP1266,Pillar,Good,304.5,NG3980838992
5587,Ben Dorrery,TP1265,Pillar,Good,244.4,ND0629255049
5588,Ben Donich,TP1264,Pillar,Good,846.7,NN2183804307
5589,Ben Cruachan,TP1263,Pillar,Damaged,1126.5,NN0696530471
5590,Ben Cladville,TP1262,Pillar,Good,130.8,NR1821554504
5591,Ben Bragor,TP1261,Pillar,Good,261.5,NB2665743316
5592,Ben Attow,TP1260,Pillar,Good,1032.1,NH0185519253
5593,Ben Alisky,TP1259,Pillar,Damaged,348.4,ND0455838642
5594,Ben Alder,TP1258,Pillar,Damaged,1147.9,NN4961671856
5595,Ben Aketil,TP1257,Pillar,Good,266.1,NG3272846309
5596,Ben Aigan,TP1256,Pillar,Good,472.4,NJ3099448191
5597,Belstead,TP1255,Pillar,Good,48.6,TL7203210431
5598,Belsesmoor,TP1254,Pillar,Good,210.9,NT5862223709
5599,Belowda Beacon,TP1253,Pillar,Good,226.8,SW9713762536
5600,Belmont,TP1252,Pillar,Good,105.1,TQ1629191069
5601,Bellybought,TP1251,Pillar,Good,443.2,NX9077399691
5602,Bells Lane,TP1249,Pillar,Good,173.2,SP0732678537
5603,Bellevue,TP1248,Pillar,Good,38.2,ST5977771922
5604,Bellever Tor,TP1247,Pillar,Good,443.8,SX6446676439
5605,Belle Vue,TP1246,Pillar,Moved,156.6,SJ8308709030
5606,Belford Crag,TP1245,Pillar,Good,108.2,NU1031034667
5607,Bel Tor,TP1244,Pillar,Good,354.4,SX6964272988
5608,Beinne Brice,TP1243,Pillar,Good,370.3,NG4385228730
5609,Beinn Uairie,TP1242,Pillar,Good,623.6,NC9279516427
5610,Beinn Tharsuinn,TP1241,Pillar,Good,692.8,NH6065079276
5611,Beinn Tart A,TP1240,Pillar,Good,232.0,NR2105856985
5612,Beinn Talaidh,TP1239,Pillar,Good,761.7,NM6254234713
5613,Beinn Stumanadh,TP1238,Pillar,Good,527.0,NC6409549891
5614,Beinn Spionnaidh,TP1237,Pillar,Good,773.0,NC3620257298
5615,Beinn Skerrick,TP1236,Pillar,Good,477.0,NC4535611824
5616,Beinn Sholum,TP1235,Pillar,Slightly damaged,347.2,NR3987049970
5617,Beinn Sgluich,TP1234,Pillar,Good,467.0,NM9665751246
5618,Beinn Sgaillinish,TP1233,Pillar,Good,189.9,NR6193484162
5619,Beinn Seasaimh,TP1232,Pillar,Good,139.6,NR1795357930
5620,Beinn Ruadh,TP1231,Pillar,Slightly damaged,664.5,NS1556988376
5621,Beinn Ruadh,TP1230,Pillar,Good,254.5,NC8447859862
5622,Beinn Rifa-Gil,TP1229,Pillar,Good,293.7,NC7421648939
5623,Beinn Reithe,TP1228,Pillar,Good,653.2,NS2289698441
5624,Beinn Poll An Tobair,TP1227,Pillar,Good,206.4,NC0770627379
5625,Beinn Oronsay,TP1226,Pillar,Good,93.0,NR3509689223
5626,Beinn Odhar Mhor,TP1225,Pillar,Good,870.2,NM8513879101
5627,Beinn Narnain,TP1224,Pillar,Good,926.9,NN2716706655
5628,Beinn Nan Lus,TP1223,Pillar,Good,408.1,NM5930040377
5629,Beinn Nan Gudairean,TP1222,Pillar,Good,136.3,NR3880894980
5630,Beinn Nan Gobhar,TP1221,Pillar,Good,435.0,NM5839224848
5631,Beinn Nan Dubh,TP1220,Pillar,Good,253.5,NG3125432385
5632,Beinn Nan Coireag,TP1219,Pillar,Good,272.1,ND1207025426
5633,Beinn Nan Clach Corra,TP1218,Pillar,Good,315.5,NM4269147104
5634,Beinn Nam Bo,TP1217,Pillar,Good,229.2,NC7859858609
5635,Beinn Nam Beathrach,TP1216,Pillar,Good,582.8,NM7522157266
5636,Beinn Na Sroine,TP1215,Pillar,Slightly damaged,635.8,NN2339428940
5637,Beinn Na Seamraig,TP1214,Pillar,Good,561.4,NG7289517787
5638,Beinn Na Lice,TP1213,Pillar,Good,428.3,NR6027508540
5639,Beinn Na H-Iolaire,TP1212,Pillar,Good,254.2,NG5998350256
5640,Beinn Na Gucaig,TP1211,Pillar,Good,616.9,NN0628865333
5641,Beinn Na Greine,TP1210,Pillar,Slightly damaged,417.0,NG4596141623
5642,Beinn Na Drise,TP1209,Pillar,Good,424.6,NM4751242718
5643,Beinn Na Doire Leithe,TP1208,Pillar,Good,165.7,NR4603666116
5644,Beinn Na Creiche,TP1207,Pillar,Good,262.8,NG2017948198
5645,Beinn Na Caillich,TP1206,Pillar,Slightly damaged,731.8,NG6014623307
5646,Beinn Na Boineide,TP1205,Pillar,Damaged,318.4,NG2941652049
5647,Beinn Mhor (North Uist),TP1204,Pillar,Good,190.6,NF8979676171
5648,Beinn Mhor,TP1203,Pillar,Good,620.3,NF8085431095
5649,Beinn Mhor,TP1202,Pillar,Good,741.9,NS1078190815
5650,Beinn Mhor,TP1201,Pillar,Good,202.1,NR2947340460
5651,Beinn Mholach,TP1200,Pillar,Good,841.3,NN5873465493
5652,Beinn Mheadhoin,TP1199,Pillar,Good,739.1,NM7991151444
5653,Beinn Mhadadh,TP1198,Pillar,Good,403.0,NC7689641501
5654,Beinn Lora,TP1197,Pillar,Good,308.2,NM9193537744
5655,Beinn Liathanach,TP1196,Pillar,Good,81.1,NM3553424255
5656,Beinn Leoid,TP1195,Pillar,Good,793.4,NC3202729490
5657,Beinn Leamhain,TP1194,Pillar,Good,502.3,NM9607862228
5658,Beinn Lagan,TP1193,Pillar,Good,465.4,NS1198899661
5659,Beinn Iadain,TP1191,Pillar,Good,571.5,NM6919756104
5660,Beinn Hough,TP1190,Pillar,Good,118.9,NL9483246247
5661,Beinn Ghuilean,TP1189,Pillar,Slightly damaged,352.4,NR7269017703
5662,Beinn Ghlas,TP1188,Pillar,Good,550.2,NN1310818159
5663,Beinn Fhionnlaidh,TP1187,Pillar,Good,958.9,NN0950049772
5664,Beinn Eilideach,TP1186,Pillar,Good,559.0,NH1693192634
5665,Beinn Eighe,TP1185,Pillar,Damaged,0.0,NG9651059647
5666,Beinn Edra,TP1184,Pillar,Good,611.7,NG4557062682
5667,Beinn Duirinnis,TP1183,Pillar,Toppled,556.0,NN0209834763
5668,Beinn Dubh,TP1182,Pillar,Good,267.0,NR4222463737
5669,Beinn Dronaig,TP1181,Pillar,Good,0.0,NH0370838184
5670,Beinn Dhubh,TP1180,Pillar,Good,506.6,NB0895900645
5671,Beinn Dearg,TP1179,Pillar,Good,482.8,NN0238704914
5672,Beinn Dearg,TP1178,Pillar,Good,1008.3,NN8529177784
5673,Beinn Chreagach,TP1177,Pillar,Good,313.3,NM4034540209
5674,Beinn Cheathaich,TP1176,Pillar,Good,937.9,NN4440632661
5675,Beinn Charsaig,TP1175,Pillar,Good,449.3,NM5513822516
5676,Beinn Chaorach,TP1174,Pillar,Good,713.5,NS2874492370
5677,Beinn Chaorach,TP1173,Pillar,Good,818.7,NN3588432822
5678,Beinn Chaorach,TP1172,Pillar,Good,257.3,NM8110910209
5679,Beinn Ceannabeinne,TP1171,Pillar,Good,384.4,NC4228764660
5680,Beinn Capuill,TP1170,Pillar,Good,435.3,NR9780575578
5681,Beinn Bhuidhe,TP1169,Pillar,Good,451.7,NM6005753116
5682,Beinn Bhuidhe,TP1168,Pillar,Damaged,855.3,NM8217696726
5683,Beinn Bhuide Mhor,TP1167,Pillar,Good,548.6,NH7868340646
5684,Beinn Bhrotain,TP1166,Pillar,Good,1157.0,NN9541392291
5685,Beinn Bhreac Mhor,TP1165,Pillar,Good,807.1,NH6780519860
5686,Beinn Bhreac (Jura),TP1164,Pillar,Good,467.3,NR5981790887
5687,Beinn Bhreac,TP1163,Pillar,Damaged,577.6,NS4207496411
5688,Beinn Bhreac,TP1162,Pillar,Good,286.8,NR3556971617
5689,Beinn Bhreac,TP1161,Pillar,Good,716.0,NN7333840267
5690,Beinn Bhreac,TP1160,Pillar,Good,357.2,NM5880169149
5691,Beinn Bhreac,TP1159,Pillar,Slightly damaged,314.9,NG2466154432
5692,Beinn Bheigeir,TP1158,Pillar,Good,491.6,NR4299156466
5693,Beinn Bheag,TP1157,Pillar,Good,0.0,NH1059037667
5694,Beinn Bhan,TP1156,Pillar,Good,895.8,NG8036045039
5695,Beinn Bhan,TP1155,Pillar,Good,796.4,NN1405785711
5696,Beinn An Tuirc,TP1154,Pillar,Slightly damaged,454.5,NR7522036177
5697,Beinn An Rudha Riabhaich,TP1153,Pillar,Good,457.2,NH4311852197
5698,Beinn An Eoin,TP1152,Pillar,Remains,855.6,NG9051264648
5699,Beinn An Eoin,TP1151,Pillar,Good,545.9,NC3894308279
5700,Beinn An Aonaich Mhoir,TP1150,Pillar,Good,386.8,NN0512862158
5701,Beinn Alligin,TP1149,Pillar,Good,922.0,NG8595860153
5702,Beinn Airidh Charr,TP1148,Pillar,Remains,791.6,NG9302476177
5703,Beinn Airein (Muck),TP1147,Pillar,Good,137.8,NM4030679146
5704,Beinn A Sga,TP1146,Pillar,Damaged,452.0,NG4370756260
5705,Beinn A Ghlinne Bhig,TP1145,Pillar,Good,208.2,NG3969245252
5706,Beinn A' Chuirn,TP1144,Pillar,Slightly damaged,602.9,NG8700222003
5707,Beinn A' Chuallaich,TP1143,Pillar,Good,891.5,NN6844661793
5708,Beinn A Chrulaiste,TP1142,Pillar,Good,857.1,NN2462656687
5709,Beinn A Chlachain,TP1141,Pillar,Good,626.1,NG7241349054
5710,Beinn A Chasteil,TP1140,Pillar,Good,788.2,NH3699680108
5711,Beinn A Charnain(Pabbay I),TP1139,Pillar,Good,196.0,NF8938888471
5712,Beinn A' Chaisgein Beag,TP1138,Pillar,Good,680.0,NG9655882159
5713,Beinn A Chairein,TP1137,Pillar,Slightly damaged,0.0,NH2960531814
5714,Beinn A Bhraghad,TP1136,Pillar,Good,459.6,NG4107525558
5715,Beinn A,TP1135,Pillar,Good,862.0,NH3605943485
5716,Beighton,TP1134,Pillar,Good,92.8,SK4308283842
5717,Beguildy Beacon,TP1133,Pillar,Good,547.7,SO1764376792
5718,Beeston Royds,TP1132,Pillar,Good,113.0,SE2667930837
5719,Beeston Hill,TP1131,Pillar,Good,63.7,TG1678843295
5720,Beeson,TP1130,Pillar,Good,110.3,SX8143840100
5721,Beer Head,TP1129,Pillar,Good,146.3,SY2135488575
5722,Beenleigh,TP1128,Pillar,Good,147.1,SX7987655959
5723,Beelsby Top,TP1127,Pillar,Slightly damaged,96.0,TA1982001392
5724,Beedon Hill,TP1126,Pillar,Good,175.0,SU4864777175
5725,Beechmont,TP1125,Pillar,Good,214.1,TQ5352252394
5726,Belmore Mountain,TP11235,Pillar,Unknown,0.0,NV2385607553
5727,Beckfoot,TP1123,Pillar,Good,11.6,NY0890648896
5728,Beauty Hill,TP1121,Pillar,Good,167.6,NJ9080420523
5729,Beaumont Hill,TP1120,Pillar,Good,92.7,NZ2878219218
5730,Beaudesert,TP1118,Pillar,Good,135.6,SP1629868205
5731,Bearhill,TP1117,Pillar,Good,45.5,NK0973749773
5732,Beaples Hill,TP1116,Pillar,Good,266.1,SS8238721676
5733,Beamsley Beacon,TP1115,Pillar,Slightly damaged,393.2,SE0988852434
5734,Bealach Nan Cabrach,TP1114,Pillar,Good,479.8,NN1564322616
5735,Bealach,TP1113,Pillar,Slightly damaged,395.3,NG4638549293
5736,Beacon Ring,TP1112,Pillar,Good,408.1,SJ2647205816
5737,Beacon Knap,TP1111,Pillar,Good,130.5,SY5184488340
5738,Beacon Hill South,TP1110,Pillar,Good,319.2,NZ1453802556
5739,Beacon Hill North,TP1109,Pillar,Good,85.7,NZ4410045392
5740,Beacon Hill Halifax,TP1108,Pillar,Good,260.5,SE1029025154
5741,Beacon Hill Catchment,TP1107,Pillar,Good,177.3,SU8235750323
5742,Beacon Hill,TP1106,Pillar,Good,146.7,TQ2270433013
5743,Beacon Hill,TP1105,Pillar,Good,242.0,SU8072118368
5744,Beacon Hill,TP1104,Pillar,Good,83.1,TL8560812860
5745,Beacon Hill,TP1103,Pillar,Good,108.7,TF2251379242
5746,Beacon Hill,TP1102,Pillar,Good,26.5,TA3452422262
5747,Beacon Hill,TP1101,Pillar,Good,196.3,SX8580262028
5748,Beacon Hill,TP1100,Pillar,Good,310.9,ST1245240994
5749,Beacon Hill,TP1099,Pillar,Good,230.8,SP9596716868
5750,Beacon Hill,TP1098,Pillar,Good,76.4,SK2412626958
5751,Beacon Hill,TP1097,Pillar,Good,193.8,NZ1461591388
5752,Beacon Fell,TP1096,Pillar,Good,266.4,SD5681342835
5753,Beacon Camp,TP1095,Pillar,Good,261.9,SU4583057281
5754,Beacon Banks,TP1093,Pillar,Good,132.5,SE5273375189
5755,Beacharr,TP1092,Pillar,Good,248.7,NR7044542907
5756,Bayble Hill,TP1091,Pillar,Good,88.2,NB5075930533
5757,Bavington Crags,TP1089,Pillar,Good,247.8,NY9809780827
5758,Batts Farm,TP1088,Pillar,Good,38.7,TL9448702538
5759,Battlesbury Hill,TP1087,Pillar,Good,208.2,ST8988545548
5760,Battle Hill,TP1086,Pillar,Good,107.8,TQ7468416577
5761,Battery Hill,TP1085,Pillar,Good,158.6,SU2062634846
5762,Batter Law Hill,TP1084,Pillar,Good,0.0,NZ4060345998
5763,Bathampton Down,TP1083,Pillar,Good,204.3,ST7736565107
5764,Batey Catreen,TP1082,Pillar,Good,250.2,NY8927478822
5765,Bates Farm,TP1081,Pillar,Remains,32.8,SJ6566994335
5766,Batemans Plantation,TP1080,Pillar,Good,358.0,SK2675955587
5767,Batcombe Hill,TP1079,Pillar,Good,237.8,ST6116303816
5768,Batchley Farm,TP1078,Pillar,Good,252.8,SO5989957391
5769,Bassingfield,TP1077,Pillar,Good,28.1,SK6154837651
5770,Bashall Eaves,TP1076,Pillar,Slightly damaged,139.5,SD6925143679
5771,Barvick,TP1075,Pillar,Good,370.0,NN8508625812
5772,Barugh,TP1074,Pillar,Good,107.7,SE3073208214
5773,Barton Stacey,TP1073,Pillar,Good,95.0,SU4260141116
5774,Barton Rigg,TP1072,Pillar,Good,215.4,NZ8065808134
5775,Barton Moss,TP1071,Pillar,Good,25.4,SJ7314497656
5776,Barton Heights,TP1070,Pillar,Good,116.0,SE7181472806
5777,Barton End,TP1069,Pillar,Good,191.0,ST8546197791
5778,Bartley Farm,TP1068,Pillar,Good,211.7,SO9959481373
5779,Bartle Hill,TP1067,Pillar,Good,85.0,NT7722640558
5780,Barters Hill,TP1066,Pillar,Good,209.9,SP2995721867
5781,Barskiven Hill,TP1065,Pillar,Slightly damaged,22.2,NS4550163628
5782,Faslane,TP10647,Pillar,Slightly damaged,0.0,NS2447888295
5783,Barscube Hill,TP1064,Pillar,Good,195.2,NS3889371525
5784,Barrowmouth Wood,TP1063,Pillar,Good,130.3,NX9615115670
5785,Barrowfield,TP1062,Pillar,Good,229.5,SD4874291314
5786,Barrow Street,TP1061,Pillar,Good,118.0,ST8381230184
5787,Barrow Hill,TP1060,Pillar,Slightly damaged,178.2,SO9164989600
5788,Barrock Fell,TP1059,Pillar,Good,223.3,NY4686947226
5789,Barrington Hill,TP1058,Pillar,Good,58.2,TL3938252078
5790,Barrington Hill,TP1057,Pillar,Good,102.4,ST2953517052
5791,Barren Fell,TP1056,Pillar,Good,372.7,NY2667339836
5792,Barrel Law,TP1055,Pillar,Good,384.1,NT4187018131
5793,Barraer Fell,TP1054,Pillar,Good,123.1,NX3738861717
5794,Barrackan,TP1053,Pillar,Slightly damaged,106.7,NM7804603434
5795,Barr Mor,TP1052,Pillar,Good,126.8,NM8149638869
5796,Barr Iolaich,TP1051,Pillar,Good,115.5,NR9426169525
5797,Barr Hill,TP1050,Pillar,Good,98.4,NS4080963628
5798,Barr Beacon Resr,TP1049,Pillar,Slightly damaged,226.9,SP0607097380
5799,Barr An Longairt,TP1048,Pillar,Good,163.9,NS0135496340
